"EUK.BLANK-2","EUK.BLANK-3","EUK.BLANK-4","EUK.BLANK-5","EUK.BLANK-7","EUK.BLANK-8","EUK.ExrNTC-1","EUK.ExrNTC-3","EUK.ExrNTC-4","EUK.ExrNTC-5","EUK.ExrNTC-6","EUK.ExrNTC-7","EUK.ExrNTC-8","EUK.ExrPTC-1","EUK.ExrPTC-2","EUK.ExrPTC-3","EUK.ExrPTC-4","EUK.ExrPTC-5","EUK.ExrPTC-6","EUK.ExrPTC-7","EUK.ExrPTC-8","EUK.LH-MD9-0000-1","EUK.LH-MD9-0000-2","EUK.LH-MD9-0000-3","EUK.LH-MD9-0000-4","EUK.LH-MD9-0000-5","EUK.LH-MD9-0000-6","EUK.LH-MD9-0000-7","EUK.LH-MD9-0000-8","EUK.LH-MD9-0250-1","EUK.LH-MD9-0250-2","EUK.LH-MD9-0250-3","EUK.LH-MD9-0250-4","EUK.LH-MD9-0250-5","EUK.LH-MD9-0250-6","EUK.LH-MD9-0250-7","EUK.LH-MD9-0250-8","EUK.LH-MD9-0450-1","EUK.LH-MD9-0450-2","EUK.LH-MD9-0450-3","EUK.LH-MD9-0450-4","EUK.LH-MD9-0450-5","EUK.LH-MD9-0450-6","EUK.LH-MD9-0450-7","EUK.LH-MD9-0450-8","EUK.LH-MD9-0700-1","EUK.LH-MD9-0700-2","EUK.LH-MD9-0700-3","EUK.LH-MD9-0700-4","EUK.LH-MD9-0700-5","EUK.LH-MD9-0700-6","EUK.LH-MD9-0700-7","EUK.LH-MD9-0700-8","EUK.LH-MD9-0900-1","EUK.LH-MD9-0900-2","EUK.LH-MD9-0900-3","EUK.LH-MD9-0900-4","EUK.LH-MD9-0900-5","EUK.LH-MD9-0900-6","EUK.LH-MD9-0900-7","EUK.LH-MD9-0900-8","EUK.LH-MD9-1150-1","EUK.LH-MD9-1150-2","EUK.LH-MD9-1150-3","EUK.LH-MD9-1150-4","EUK.LH-MD9-1150-5","EUK.LH-MD9-1150-6","EUK.LH-MD9-1150-7","EUK.LH-MD9-1150-8","EUK.NM-MD9-1849-1","EUK.NM-MD9-1849-2","EUK.NM-MD9-1849-3","EUK.NM-MD9-1849-4","EUK.NM-MD9-1849-5","EUK.NM-MD9-1849-6","EUK.NM-MD9-1849-7","EUK.NM-MD9-1849-8","EUK.NM-MD9-2050-1","EUK.NM-MD9-2050-2","EUK.NM-MD9-2050-3","EUK.NM-MD9-2050-4","EUK.NM-MD9-2050-5","EUK.NM-MD9-2050-6","EUK.NM-MD9-2050-7","EUK.NM-MD9-2050-8","EUK.NM-MD9-2250-1","EUK.NM-MD9-2250-2","EUK.NM-MD9-2250-3","EUK.NM-MD9-2250-4","EUK.NM-MD9-2250-5","EUK.NM-MD9-2250-6","EUK.NM-MD9-2250-7","EUK.NM-MD9-2250-8","EUK.NM-MD9-2450-1","EUK.NM-MD9-2450-2","EUK.NM-MD9-2450-3","EUK.NM-MD9-2450-4","EUK.NM-MD9-2450-5","EUK.NM-MD9-2450-6","EUK.NM-MD9-2450-7","EUK.NM-MD9-2450-8","EUK.NM-MD9-2650-1","EUK.NM-MD9-2650-2","EUK.NM-MD9-2650-3","EUK.NM-MD9-2650-4","EUK.NM-MD9-2650-5","EUK.NM-MD9-2650-6","EUK.NM-MD9-2650-7","EUK.NM-MD9-2650-8","EUK.TubNTC-1","EUK.TubNTC-2","EUK.TubNTC-3","EUK.TubNTC-4","EUK.TubNTC-5","EUK.TubNTC-6","EUK.BLANK-1"
"ASV_42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,703,494,626,688,221,798,557,679,0,0,0,0,0,0,0,0,1808,1296,783,1680,2543,1700,1327,920,856,111,546,221,608,1199,284,723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_43",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1934,1892,998,3897,4134,1273,3239,3888,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_44",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,75,73,339,313,192,361,156,245,242,387,212,265,423,139,238,51,157,310,122,346,143,416,124,55,144,285,0,41,140,204,218,98,158,180,175,530,130,435,569,617,974,659,736,725,896,535,558,573,221,308,199,172,1072,292,376,335,143,33,133,119,268,90,54,42,107,29,26,177,207,216,179,0,41,0,36,0,97,37,0,0,45,0,25,384,123,0,133,0,0,0,0,0,0,0
"ASV_45",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,59,167,477,396,224,256,110,972,218,405,270,464,1070,280,565,72,271,202,44,672,35,348,194,536,575,449,871,264,482,926,690,41,139,52,0,41,31,134,110,288,502,193,597,290,494,214,212,379,103,365,373,117,548,175,340,207,41,21,207,88,106,32,58,22,99,0,72,36,92,0,0,0,32,62,0,0,48,0,35,0,0,32,44,0,132,175,247,0,0,0,0,0,0,0
"ASV_46",0,0,0,0,0,0,0,0,0,0,0,0,0,108,165,1512,61,108,119,182,238,104,129,85,232,309,36,263,259,146,46,40,158,49,130,51,166,49,124,148,78,1188,33,207,196,277,233,317,286,121,175,235,306,70,323,379,123,1780,36,229,654,278,101,90,141,787,187,116,125,598,23,58,15,83,614,46,107,94,35,28,25,29,63,50,24,44,87,99,18,130,66,56,104,65,136,25,92,83,85,117,24,107,98,453,71,616,158,156,743,0,0,0,0,0,0,0
"ASV_47",0,0,0,0,0,0,0,0,0,0,0,0,0,998,2432,4574,956,1770,2083,3082,3640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_48",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,29,34,134,69,50,65,147,262,85,194,330,119,232,80,246,72,292,210,101,1504,53,333,324,304,406,364,528,187,232,478,465,46,173,215,92,788,20,122,529,330,80,105,199,1088,200,103,139,1159,39,87,73,189,1081,99,151,262,35,28,39,56,140,35,23,70,31,57,75,267,73,114,219,37,110,45,98,89,134,157,49,77,48,347,88,391,92,63,886,0,0,0,0,0,0,0
"ASV_49",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,2,6,14,18,12,12,8,67,53,63,280,22,46,46,143,82,63,136,48,78,126,103,22,187,90,13,448,16,45,239,1580,846,549,841,7561,1602,784,910,184,2,7,19,29,144,6,34,199,47,33,35,48,117,24,11,44,25,27,22,137,29,31,19,1,4,0,1,0,1,4,0,7,38,44,0,33,16,19,22,0,0,0,0,0,0,0
"ASV_50",0,0,0,0,0,0,0,0,0,0,0,0,0,1386,2289,3911,1058,1657,2341,2757,2725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_51",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,3,20,2,1,2,24,0,0,1,1,0,2,0,0,447,1418,1493,710,9497,430,1988,1864,8,28,14,11,3,0,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_52",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,197,180,93,343,221,129,244,310,98,28,121,240,109,114,69,69,194,531,549,269,3682,176,697,806,218,110,221,184,57,112,189,134,116,709,519,101,1122,36,426,738,46,23,64,25,245,33,58,43,457,3,24,15,37,376,17,69,169,24,2,27,48,66,61,8,4,15,1,2,10,11,59,26,0,61,1,0,23,3,20,2,36,73,105,21,102,91,94,553,0,0,0,0,0,0,0
"ASV_53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,280,436,535,665,924,214,438,334,0,0,0,0,0,0,0,0,43,305,263,117,152,29,89,118,855,870,1152,999,399,618,1351,1320,25,85,54,59,48,37,185,235,534,414,376,533,872,480,477,343,0,16,0,129,0,176,19,29,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_54",0,0,0,0,0,0,0,0,0,0,0,0,0,663,751,11320,548,692,845,1191,1483,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_55",0,0,0,0,0,0,0,0,0,0,0,0,0,1205,2106,3738,1230,2060,1619,2267,2482,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_56",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,53,16,24,62,31,39,15,54,17,59,141,25,453,19,87,93,107,161,113,158,66,94,127,129,126,565,547,156,2213,46,277,1180,541,282,173,227,2194,483,229,256,457,8,21,31,102,382,46,90,169,24,15,44,41,51,23,22,25,8,42,7,69,37,47,17,80,118,19,100,87,46,125,27,108,73,323,31,731,206,97,668,0,0,0,0,0,0,0
"ASV_57",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1546,2246,1389,3310,2572,1458,1954,1602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_58",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1200,1680,1210,2834,2856,1541,2944,1732,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_59",0,0,0,0,0,0,0,0,0,0,0,0,0,1248,2063,3458,1283,1285,1449,2750,2449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_60",0,0,0,0,0,0,0,0,0,0,0,0,0,1218,1838,2887,1066,1541,1403,2480,2939,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_61",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,51,24,12,29,101,120,25,29,131,612,598,203,860,134,470,487,711,893,1020,786,430,560,1154,1069,113,778,167,249,839,91,600,569,63,13,22,41,25,88,58,22,107,3,25,23,11,174,15,36,61,36,7,26,36,12,33,23,0,0,0,0,0,0,0,0,0,0,14,39,8,46,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_62",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,199,42,86,48,33,222,108,85,186,608,459,278,817,248,562,727,298,607,443,406,149,328,389,728,127,671,131,327,929,122,523,605,0,84,14,133,60,232,51,46,60,0,41,9,52,86,0,42,383,60,92,84,70,178,13,29,88,260,0,130,0,138,370,93,0,0,22,62,0,0,0,49,19,0,0,35,141,70,0,122,0,0,0,0,0,0,0
"ASV_63",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74,280,113,130,226,87,65,124,439,149,492,215,182,445,95,337,402,1213,1405,304,1942,406,2029,1060,186,78,156,35,63,255,235,295,30,0,0,0,170,0,59,0,144,120,154,147,378,44,53,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_64",0,0,0,0,0,0,0,0,0,0,0,0,0,637,801,8566,417,558,906,1187,1693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_65",0,0,0,0,0,0,0,0,0,0,0,0,0,30,37,618,33,53,30,60,95,55,57,35,105,98,29,60,103,222,65,119,274,140,193,105,277,45,210,232,82,1383,61,188,224,342,320,355,323,151,172,374,272,65,389,363,95,1315,38,229,662,195,69,54,96,722,149,103,93,455,17,28,35,78,344,61,62,70,13,4,17,27,55,8,24,5,21,9,13,46,28,16,25,23,44,8,14,29,73,85,27,80,32,76,20,167,49,31,265,0,0,0,0,0,0,0
"ASV_66",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,9,9,0,14,6,2,0,25,11,0,0,15,36,98,143,211,101,61,87,164,56,153,1056,224,377,704,108,586,297,322,248,175,378,399,304,299,222,330,47,51,158,56,249,61,133,160,7,23,157,9,91,2,89,152,45,103,33,159,54,130,0,132,81,64,425,187,306,50,17,202,214,516,128,998,403,436,899,0,0,0,0,0,0,0
"ASV_67",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,2,6,6,2,3,4,0,4,15,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,2119,1826,1916,2273,828,1166,2051,1978,0,0,1,0,0,0,0,4,1,0,0,0,0,0,0,0,9,0,0,0,0,0,1,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_68",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1244,1742,1292,3044,1939,1086,2519,1273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_69",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,74,99,162,32,69,101,69,60,34,240,115,10,162,142,86,135,70,402,155,42,148,204,287,387,126,266,141,104,314,31,554,361,156,406,112,103,445,396,308,266,88,39,34,13,95,363,4,128,134,16,19,152,2,0,97,125,83,157,127,111,87,242,313,34,153,111,66,513,119,644,128,164,133,0,181,170,807,436,340,195,0,0,0,0,0,0,0
"ASV_70",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,1,9,6,0,0,2,0,0,0,11,0,0,0,2,437,1050,1078,529,7220,262,1255,1395,32,12,14,11,6,11,14,0,3,9,76,28,68,2,15,191,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,25,8,2,0,0,10,16,7,10,0,38,10,0,0,0,1,0,0,0,0,52,0,0,0,0,0,0,0
"ASV_71",0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,2475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5764,0,0,0,0,5619,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_72",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,151,143,177,227,538,74,496,220,444,269,473,273,225,592,251,228,44,248,290,107,0,121,767,256,384,582,580,630,143,530,962,556,15,120,27,25,261,10,27,0,121,213,37,53,115,304,67,29,86,15,64,90,78,145,72,119,53,0,0,0,0,81,50,0,0,0,0,65,47,0,0,38,0,0,4,67,22,0,0,0,34,0,0,0,0,29,0,0,0,0,0,0,0,0,0
"ASV_73",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,893,820,466,1697,1672,539,1320,1814,62,11,46,86,38,30,30,32,32,111,86,91,856,28,92,123,53,66,82,149,36,65,102,55,10,95,55,24,282,7,84,127,120,22,26,32,289,90,34,25,226,4,11,13,27,70,18,11,55,0,5,5,13,42,0,2,11,0,3,3,25,0,7,3,1,18,0,4,5,0,2,2,0,0,0,6,5,0,1,48,0,0,0,0,0,0,0
"ASV_74",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751,1245,1767,1959,807,1486,2007,2322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
"ASV_75",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,210,648,417,686,757,304,939,284,237,61,224,160,273,455,133,196,70,245,328,220,537,103,327,476,110,219,374,334,94,191,467,246,28,97,78,71,389,48,263,73,98,90,0,27,111,92,177,124,110,28,29,65,0,150,18,0,195,11,9,37,11,62,0,19,0,1,0,0,0,0,0,0,29,16,0,30,17,0,0,15,0,0,0,0,90,176,0,163,0,0,0,0,0,0,0
"ASV_76",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,28,10,24,21,19,27,16,21,10,40,0,0,0,0,0,0,115,83,82,305,91,107,378,166,131,1044,220,493,736,77,734,310,272,388,213,226,388,551,169,192,225,42,140,136,319,217,117,367,639,45,59,177,121,211,54,88,158,199,206,60,163,228,470,164,82,42,119,195,113,102,96,79,0,0,0,36,130,0,60,0,0,0,0,0,0,0,0
"ASV_77",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,15,20,93,51,20,71,88,281,55,62,82,160,304,97,227,112,211,282,145,593,83,117,261,529,404,378,548,212,327,124,262,37,554,100,198,466,29,522,251,285,629,208,253,684,651,308,112,230,30,4,0,23,155,0,79,0,32,0,0,0,30,0,0,20,65,87,0,60,0,0,0,0,10,14,93,18,0,0,111,127,0,0,17,171,113,72,236,0,0,0,0,0,0,0
"ASV_78",0,0,0,0,0,0,0,0,0,0,0,0,0,811,1379,3493,886,1357,1086,1633,2481,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_79",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,20,0,9,36,0,1506,775,997,638,828,1914,630,1240,42,151,34,48,46,38,105,53,32,18,20,0,9,47,100,65,27,0,152,102,156,18,191,196,345,196,190,191,347,438,100,126,0,0,26,0,20,0,19,16,0,0,0,0,0,0,0,0,0,0,141,28,0,72,65,0,58,18,17,0,100,85,60,35,61,65,3,0,0,0,0,1,0,0,0,0,0,0,0
"ASV_80",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,49,38,119,182,99,142,107,643,185,610,180,748,514,281,687,205,689,792,181,1127,126,580,497,58,32,0,9,28,69,153,142,25,212,38,75,43,23,112,58,405,215,159,202,682,435,232,164,72,14,26,31,19,19,36,119,0,2,0,0,0,35,3,0,5,7,0,36,0,0,27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_81",0,0,0,0,0,0,0,0,0,0,0,0,0,1055,1689,2867,813,1041,1289,1789,1996,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_82",0,0,0,0,0,0,0,0,0,0,0,0,0,882,1140,2601,916,1179,1226,1841,2706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_83",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,50,51,140,64,45,18,0,100,115,233,24,39,184,113,173,71,745,1550,366,1014,264,687,603,426,504,403,525,212,361,653,450,69,334,5,66,218,37,164,177,53,146,64,195,376,239,40,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_84",0,0,0,0,0,0,0,0,0,0,0,0,0,506,629,7430,393,517,668,987,1192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_85",0,0,0,0,0,0,0,0,0,0,0,0,0,759,1972,2604,702,868,1255,2191,1832,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_86",0,0,0,0,0,0,0,0,0,0,0,0,0,541,742,7339,398,527,621,972,1021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_87",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,957,1436,950,2102,2176,1190,1684,1614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_88",0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,71,1,4,9,5,9,795,850,427,1684,1727,578,1343,1570,463,185,242,604,317,468,198,451,0,0,2,1,5,0,1,0,0,0,0,4,0,0,0,2,0,1,3,1,12,0,1,18,4,0,1,0,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"ASV_89",0,0,0,0,0,0,0,0,0,0,0,0,0,940,975,2455,787,1317,1446,1255,2315,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_90",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,230,32,204,134,0,0,107,84,125,39,0,14,0,15,5,51,17,166,270,53,153,20,0,142,411,225,181,362,215,177,465,513,25,207,93,71,93,18,395,175,381,499,250,478,701,508,402,496,177,1,48,31,79,314,35,31,0,0,0,0,0,0,0,0,0,60,73,77,0,63,72,0,191,123,82,175,168,132,150,127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ASV_91",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,179,150,191,347,618,219,493,132,55,5,29,22,0,25,0,34,60,98,267,61,66,40,108,196,454,404,550,616,158,422,504,443,59,243,78,146,265,26,275,196,129,207,206,208,175,345,113,127,93,26,101,171,140,298,66,82,34,13,0,52,0,40,0,0,0,0,0,0,0,0,0,0,8,29,0,0,0,39,28,0,0,0,0,0,0,0,55,121,0,0,0,0,0,0,0
