,EUK.BLANK.2,EUK.BLANK.3,EUK.BLANK.4,EUK.BLANK.5,EUK.BLANK.7,EUK.BLANK.8,EUK.ExrNTC.1,EUK.ExrNTC.3,EUK.ExrNTC.4,EUK.ExrNTC.5,EUK.ExrNTC.6,EUK.ExrNTC.7,EUK.ExrNTC.8,EUK.TubNTC.1,EUK.TubNTC.2,EUK.TubNTC.3,EUK.TubNTC.4,EUK.TubNTC.5,EUK.TubNTC.6,EUK.BLANK.1,OTU,assignmentQual,taxID,superkingdom,phylum,class,order,family,genus,species,Sum
ASV_129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_129,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_130,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_131,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_132,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_132,Low,1872480,Bacteria,Pseudomonadota,Alphaproteobacteria,Sphingomonadales,Erythrobacteraceae,Altererythrobacter,Altererythrobacter sp.,0
ASV_133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_133,Low,629759,Eukaryota,Cercozoa,Thecofilosea,,Ebriacea,Botuliforma,Botuliforma benthica,0
ASV_134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_134,Low,2048283,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Thalassospira marina,0
ASV_135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_135,High-MH,None,Eukaryota,Ascomycota,NA,NA,NA,NA,NA,0
ASV_136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_136,Low,2810562,Bacteria,Thermodesulfobacteriota,Desulfobacteria,Desulfobacterales,Desulfolunaceae,Desulfoluna,Desulfoluna limicola,0
ASV_137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_137,Low,110316,Eukaryota,Apicomplexa,Conoidasida,Eugregarinorida,Monocystidae,Monocystis,Monocystis agilis,0
ASV_138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_138,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_139,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_140,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_140,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_141,Low,538381,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Stappiaceae,Stappia,Stappia indica,0
ASV_142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_142,Low,151026,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas aestivalis,0
ASV_143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_143,Low,413847,Eukaryota,Oomycota,,Lagenidiales,Haliphthoraceae,Haliphthoros,Haliphthoros sp. NJM 0443,0
ASV_144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_144,Low,1982022,Eukaryota,,,,,,Stramenopiles sp.,0
ASV_145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_145,Low,2805731,Eukaryota,,,,,,Stramenopiles sp. MAST-9A-sp1,0
ASV_146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_146,Low,1912094,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Thalassospiraceae,Thalassospira,Thalassospira sp.,0
ASV_147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_147,High-MH,None,Bacteria,NA,NA,NA,NA,NA,NA,0
ASV_148,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_148,Low,83791,Eukaryota,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,Ulva flexuosa,0
ASV_149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_149,High,676789,Eukaryota,Prasinodermophyta,Prasinodermophyceae,Prasinodermales,Prasinodermaceae,Prasinoderma,Prasinoderma singulare,0
ASV_150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_150,Low,151026,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas aestivalis,0
ASV_151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_151,Low,637492,Eukaryota,Ascomycota,Saccharomycetes,Saccharomycetales,Metschnikowiaceae,Metschnikowia,Metschnikowia sp. JJW-2009a,0
ASV_152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_152,High,2053489,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,0
ASV_153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_153,Low,741088,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Protaspidae,Cryothecomonas,Cryothecomonas sp. APCC MC5-1Cryo,0
ASV_154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_154,Low,76791,Eukaryota,,Phaeophyceae,Asterocladales,Asterocladaceae,Asterocladon,Asterocladon lobatum,0
ASV_155,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_155,High-MH,None,Bacteria,Pseudomonadota,Alphaproteobacteria,Rhodospirillales,Rhodospirillaceae,NA,NA,0
ASV_156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_156,Low,1398908,Bacteria,Thermodesulfobacteriota,Desulfobulbia,Desulfobulbales,Desulfobulbaceae,Desulfurivibrio,Desulfurivibrio sp. AMeS2,0
ASV_157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_157,High,2053489,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,0
ASV_158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_158,Low,2259673,Archaea,Nitrososphaerota,,Nitrosopumilales,Nitrosopumilaceae,Nitrosarchaeum,Nitrosarchaeum sp. AC2,0
ASV_159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_159,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_160,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_161,Low,2012228,Eukaryota,Cryptomycota,,,,,Cryptomycota sp.,0
ASV_162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_162,Low,1230018,Eukaryota,Ciliophora,Spirotrichea,Euplotida,Aspidiscidae,Aspidisca,Aspidisca fusca,0
ASV_163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_163,Low-MH-S,1312089;1312103;1312105,Eukaryota,,Bigyra,Oblongichytrida,,Oblongichytrium,NA,0
ASV_164,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_164,Low,35128,Eukaryota,Bacillariophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,Thalassiosira pseudonana,0
ASV_165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_165,Low,2910168,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,,,Longimicrobiales bacterium,0
ASV_166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_166,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_167,Low,589554,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Chromatiaceae,Candidatus Thiosymbion,Candidatus Thiosymbion oneisti,0
ASV_168,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_168,Low,2053489,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,0
ASV_169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_169,Low,193542,Eukaryota,,Centroplasthelida,Pterocystida,Pterocystidae,Chlamydaster,Chlamydaster sterni,0
ASV_170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_170,Low,2012228,Eukaryota,Cryptomycota,,,,,Cryptomycota sp.,0
ASV_171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_171,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_172,Low,2023682,Eukaryota,Ciliophora,Litostomatea,Haptorida,Lacrymariidae,Phialina,Phialina vertens,0
ASV_173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_173,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_174,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_175,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_175,Low,254430,Eukaryota,,Ichthyosporea,Ichthyophonida,,Anurofeca,Anurofeca sp. LAH-2003,0
ASV_176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_176,Low,4081,Eukaryota,Streptophyta,Magnoliopsida,Solanales,Solanaceae,Solanum,Solanum lycopersicum,0
ASV_177,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_177,Low,2231160,Eukaryota,Cercozoa,,,Guttulinopsidae,Rosculus,Rosculus sp.,0
ASV_178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_178,Low,87105,Eukaryota,,Bigyra,Thraustochytrida,Thraustochytriaceae,Thraustochytrium,Thraustochytrium multirudimentale,0
ASV_179,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,ASV_179,High-MH,None,Eukaryota,Ascomycota,NA,NA,NA,NA,NA,4
ASV_180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_180,Low,389492,Eukaryota,Streptophyta,Jungermanniopsida,Porellales,Lejeuneaceae,Cheilolejeunea,Cheilolejeunea clypeata,0
ASV_181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_181,Low,136450,Eukaryota,Tubulinea,Echinamoebida,,Echinamoebidae,Echinamoeba,Echinamoeba exundans,0
ASV_182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_182,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_183,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_183,Low,2126271,Eukaryota,Bacillariophyta,Bacillariophyceae,Naviculales,,,Naviculales sp.,0
ASV_184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_184,Low,629752,Eukaryota,Cercozoa,Imbricatea,Thaumatomonadida,Thaumatomastigidae,Protaspis,Protaspis sp. CC-2009a,0
ASV_185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_185,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_186,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_187,Low,1871048,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Devosiaceae,Devosia,Devosia sp.,0
ASV_188,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_188,Low,981234,Eukaryota,Cercozoa,Thecofilosea,Cryomonadida,Rhogostomidae,Rhogostoma,Rhogostoma sp. CCAP 1966/4,0
ASV_189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_189,Low,692036,Bacteria,Planctomycetota,Planctomycetia,Gemmatales,Gemmataceae,Tuwongella,Tuwongella immobilis,0
ASV_190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_190,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_191,High,215587,Eukaryota,,Bigyra,Thraustochytrida,Thraustochytriaceae,Aplanochytrium,Aplanochytrium stocchinoi,0
ASV_192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_192,Low,2015511,Eukaryota,Euglenozoa,,Diplonemea,,,Diplonemida sp.,0
ASV_193,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_193,Low,1852022,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Phyllobacteriaceae,Roseitalea,Roseitalea porphyridii,0
ASV_194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_194,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_195,Low,154968,Eukaryota,,,Rotosphaerida,Nucleariidae,Nuclearia,Nuclearia delicatula,0
ASV_196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_196,Low,303684,Bacteria,,,,,,bacterium Schreyahn_AOB_Sali_Kultur_19,0
ASV_197,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_197,High-MH,None,Eukaryota,NA,NA,NA,NA,NA,NA,0
ASV_198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_198,High-MH,None,Eukaryota,Bacillariophyta,NA,NA,NA,NA,NA,0
ASV_199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_199,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_200,Low,707591,Bacteria,Pseudomonadota,Alphaproteobacteria,Kordiimonadales,Kordiimonadaceae,Kordiimonas,Kordiimonas aquimaris,0
ASV_201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_201,Low,2493209,Eukaryota,Euglenozoa,Euglenida,Heteronematales,Lentomonadidae,Lentomonas,Lentomonas azurina,0
ASV_202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_202,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_203,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_203,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_204,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_204,Low,154968,Eukaryota,,,Rotosphaerida,Nucleariidae,Nuclearia,Nuclearia delicatula,0
ASV_205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_205,Low,2805731,Eukaryota,,,,,,Stramenopiles sp. MAST-9A-sp1,0
ASV_206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_206,Low,2053489,Archaea,Candidatus Lokiarchaeota,,,,,Candidatus Lokiarchaeota archaeon,0
ASV_207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_207,Low-MH-S,1312089;1312103;1312105,Eukaryota,,Bigyra,Oblongichytrida,,Oblongichytrium,NA,0
ASV_208,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_208,Low,2910168,Bacteria,Gemmatimonadota,Longimicrobiia,Longimicrobiales,,,Longimicrobiales bacterium,0
ASV_209,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_209,Low,1499263,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Nitrobacteraceae,Bradyrhizobium,Bradyrhizobium sp. Iri 5/5,0
ASV_210,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_210,Low,193542,Eukaryota,,Centroplasthelida,Pterocystida,Pterocystidae,Chlamydaster,Chlamydaster sterni,0
ASV_211,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_211,Low,361426,Eukaryota,Cercozoa,Thecofilosea,,Ebriacea,Ebria,Ebria tripartita,0
ASV_212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_212,Low,629754,Eukaryota,Cercozoa,Imbricatea,Thaumatomonadida,Thaumatomastigidae,Protaspis,Protaspis sp. CC-2009c,0
ASV_213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_213,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_214,Low,2828774,Eukaryota,Endomyxa,,Vampyrellida,Sericomyxidae,Sericomyxa,Sericomyxa perlucida,0
ASV_215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_215,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_216,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_217,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_218,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_219,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_219,Low,3030862,Eukaryota,,Bigyra,Thraustochytrida,Thraustochytriaceae,Aplanochytrium,Aplanochytrium minuta,0
ASV_220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_220,Low,303684,Bacteria,,,,,,bacterium Schreyahn_AOB_Sali_Kultur_19,0
ASV_221,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_221,Low-MH-S,1618364;1618504,Bacteria,NA,NA,NA,NA,NA,NA,0
ASV_222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_222,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_223,Low,80852,Bacteria,Pseudomonadota,Gammaproteobacteria,Vibrionales,Vibrionaceae,Aliivibrio,Aliivibrio wodanis,0
ASV_224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_224,Low,2666185,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Ectothiorhodospiraceae,Spiribacter,Spiribacter sp. 2438,0
ASV_225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_225,Low,2805731,Eukaryota,,,,,,Stramenopiles sp. MAST-9A-sp1,0
ASV_226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_226,Low,1982022,Eukaryota,,,,,,Stramenopiles sp.,0
ASV_227,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_227,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_228,Low,53270,Eukaryota,Chlorophyta,Trebouxiophyceae,,,Leptosira,Leptosira obovata,0
ASV_229,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_229,Low,2030826,Eukaryota,Endomyxa,Phytomyxea,Phagomyxida,,Maullinia,Maullinia braseltonii,0
ASV_230,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_230,Low-MH-S,1312089;1312103;1312105,Eukaryota,,Bigyra,Oblongichytrida,,Oblongichytrium,NA,0
ASV_231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_231,Low,114254,Eukaryota,,Hyphochytriomycetes,,Rhizidiomycetaceae,Rhizidiomyces,Rhizidiomyces apophysatus,0
ASV_232,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_232,High,315533,Eukaryota,Tubulinea,Elardia,Euamoebida,Hartmannellidae,Nolandella,Nolandella abertawensis,0
ASV_233,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_233,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_234,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_234,High-MH,None,Eukaryota,Chlorophyta,,,NA,NA,NA,0
ASV_235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_235,Low,2109564,Eukaryota,Ciliophora,Oligohymenophorea,Sessilida,Vaginicolidae,Thuricola,Thuricola kellicottiana,0
ASV_236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_236,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_237,High-MH,None,Bacteria,NA,NA,NA,NA,NA,NA,0
ASV_238,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_238,Low,2969764,Eukaryota,Endomyxa,Phytomyxea,Plasmodiophorida,Plasmodiophoridae,Feldmanniella,Feldmanniella radicapillae,0
ASV_239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_239,Low,374515,Bacteria,Pseudomonadota,Alphaproteobacteria,Hyphomicrobiales,Rhodovibrionaceae,Pelagibius,Pelagibius litoralis,0
ASV_240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_240,Low,1545444,Eukaryota,,Choanoflagellata,Acanthoecida,Acanthoecidae,Acanthoeca,Acanthoeca sp. SIOpierAcanth1,0
ASV_241,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_241,Low,2003115,Eukaryota,,Chrysophyceae,Chromulinales,Chromulinaceae,Pedospumella,Pedospumella sp. JBM19,0
ASV_242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_242,Low,2967112,Eukaryota,,Centroplasthelida,Pterocystida,Pterocystidae,Khitsovia,Khitsovia mutabilis,0
ASV_243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_243,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_244,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_244,Low,1750598,Bacteria,,Deltaproteobacteria,,,Dissulfurimicrobium,Dissulfurimicrobium hydrothermale,0
ASV_245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_245,Low,629752,Eukaryota,Cercozoa,Imbricatea,Thaumatomonadida,Thaumatomastigidae,Protaspis,Protaspis sp. CC-2009a,0
ASV_246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_246,Low,947098,Eukaryota,Apicomplexa,Conoidasida,Eugregarinorida,Porosporidae,Thiriotia,Thiriotia pugettiae,0
ASV_247,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_247,High-MH,None,Can't find taxa in database,Can't find taxa in database,Can't find taxa in database,Can't find taxa in database,Can't find taxa in database,Can't find taxa in database,Can't find taxa in database,0
ASV_248,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_248,Low,239935,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Verrucomicrobiales,Akkermansiaceae,Akkermansia,Akkermansia muciniphila,0
ASV_249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_249,Low,676789,Eukaryota,Prasinodermophyta,Prasinodermophyceae,Prasinodermales,Prasinodermaceae,Prasinoderma,Prasinoderma singulare,0
ASV_250,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_250,Low,47960,Bacteria,Pseudomonadota,Gammaproteobacteria,Chromatiales,Thioalkalibacteraceae,Guyparkeria,Guyparkeria halophila,0
ASV_251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_251,Low,1712262,Bacteria,Pseudomonadota,Gammaproteobacteria,Oceanospirillales,Pleioneaceae,Aliikangiella,Aliikangiella marina,0
ASV_252,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_252,Low,1982022,Eukaryota,,,,,,Stramenopiles sp.,0
ASV_253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_253,High,133427,Eukaryota,,Dinophyceae,Gonyaulacales,Protoceratiaceae,Protoceratium,Protoceratium reticulatum,0
ASV_254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_254,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_255,Low,947098,Eukaryota,Apicomplexa,Conoidasida,Eugregarinorida,Porosporidae,Thiriotia,Thiriotia pugettiae,0
ASV_256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_256,Low,366541,Bacteria,Myxococcota,Myxococcia,Myxococcales,,,myxobacterium AT3-03,0
ASV_257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_257,Low,2829680,Bacteria,,,,,,bacterium SCSIO 12827,0
ASV_258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_258,None,None,NA,NA,NA,NA,NA,NA,NA,0
ASV_259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_259,Low,2316907,Eukaryota,Rhodophyta,Florideophyceae,Ceramiales,Rhodomelaceae,Neochondria,Neochondria ammophila,0
ASV_260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,ASV_260,Low,2651821,Eukaryota,Endomyxa,Ascetosporea,Haplosporida,,,Haplosporida sp.,0
