"","EUK.BLANK","EUK.ExrNTC","EUK.ExrPTC","EUK.LH.MD9.0000","EUK.LH.MD9.0250","EUK.LH.MD9.0450","EUK.LH.MD9.0700","EUK.LH.MD9.0900","EUK.LH.MD9.1150","EUK.NM.MD9.1849","EUK.NM.MD9.2050","EUK.NM.MD9.2250","EUK.NM.MD9.2450","EUK.NM.MD9.2650","EUK.TubNTC","OTU","assignmentQual","taxID","superkingdom","phylum","class","order","family","genus","species"
"ASV_163",0,0,0,5,8,8,8,8,8,5,2,3,3,4,0,"ASV_163","Low","88552","Eukaryota","","Dinophyceae","Syndiniales","Amoebophryaceae","Amoebophrya","Amoebophrya sp."
"ASV_164",0,0,0,4,8,8,8,6,8,3,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_165",0,0,6,8,1,3,8,1,0,0,0,1,0,0,0,"ASV_165","High","404881","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Defluviimonas","Defluviimonas denitrificans"
"ASV_166",0,0,8,8,8,7,8,7,6,1,0,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_167",0,0,0,8,1,1,1,0,0,0,0,0,0,0,0,"ASV_167","Low","254430","Eukaryota","","Ichthyosporea","Ichthyophonida","","Anurofeca","Anurofeca sp. LAH-2003"
"ASV_168",0,0,0,0,7,8,8,8,8,8,7,8,8,8,0,"ASV_168","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_169",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_169","Low","136459","Eukaryota","Tubulinea","Elardia","Leptomyxida","Flabellulidae","Paraflabellula","Paraflabellula hoguae"
"ASV_170",0,0,0,6,8,6,8,8,7,0,0,0,0,0,0,"ASV_170","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria",NA,NA,NA,NA
"ASV_171",0,0,0,5,8,8,8,8,8,4,3,0,5,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_172",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_173",0,0,0,8,7,8,8,8,8,5,4,4,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_174",0,0,0,8,8,7,8,8,8,1,1,3,2,1,0,"ASV_174","High","304200","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia amphibia"
"ASV_175",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_176",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_177",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_177","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"ASV_178",0,0,0,0,8,5,8,4,5,1,0,0,2,0,0,"ASV_178","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"ASV_179",0,0,4,0,8,7,8,7,8,6,2,5,3,7,1,"ASV_179","High-MH","None","Eukaryota","Basidiomycota","Agaricomycetes",NA,NA,NA,NA
"ASV_180",0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,"ASV_180","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_181",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_181","Low","2586418","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Frigidibacter","Frigidibacter sp."
"ASV_182",0,0,0,3,4,0,8,0,0,0,0,0,0,0,0,"ASV_182","High-MH","None","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database","Can't find taxa in database"
"ASV_183",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_184",0,0,0,5,3,4,8,6,4,8,3,0,2,0,0,"ASV_184","Low","2711279","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Cephaloidophoridae","Cephaloidophora","Cephaloidophora bipinnatae"
"ASV_185",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_186",0,0,0,8,0,0,8,0,0,0,1,0,0,0,0,"ASV_186","High","92964","Eukaryota","Oomycota","","Pythiales","Pythiaceae","Pythium","Pythium monospermum"
"ASV_187",0,0,0,1,0,8,0,0,0,0,0,0,0,0,0,"ASV_187","Low","2867026","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter sp. W074"
"ASV_188",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_189",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_190",0,0,0,0,0,1,0,0,0,0,8,0,0,0,0,"ASV_190","Low","286727","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Azospirillaceae","Azospirillum","Azospirillum oryzae"
"ASV_191",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_191","Low","2997337","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Paracoccaceae","Parasedimentitalea","Parasedimentitalea sp. QS115"
"ASV_192",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_193",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_194",0,0,0,2,8,8,0,0,8,6,0,0,0,0,0,"ASV_194","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_195",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_195","High","374515","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhodovibrionaceae","Pelagibius","Pelagibius litoralis"
"ASV_196",0,0,2,8,8,8,8,2,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_197",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,"ASV_197","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_198",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_199",0,0,0,8,7,7,8,7,7,7,6,4,5,6,0,"ASV_199","High-MH","None","Bacteria","Pseudomonadota","Gammaproteobacteria","","",NA,NA
"ASV_200",0,0,0,1,0,1,8,0,0,1,0,0,0,0,0,"ASV_200","Low","947098","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Porosporidae","Thiriotia","Thiriotia pugettiae"
"ASV_201",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_202",0,0,0,8,8,8,7,5,7,6,1,0,4,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_203",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_203","Low","1000990","Eukaryota","Haptophyta","","Pavlovales","Pavlovaceae","Exanthemachrysis","Exanthemachrysis sp. AC245"
"ASV_204",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_204","High","304200","Eukaryota","Bacillariophyta","Bacillariophyceae","Bacillariales","Bacillariaceae","Nitzschia","Nitzschia amphibia"
"ASV_205",0,0,0,0,8,5,8,2,6,0,0,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_206",0,0,0,2,8,8,8,8,8,8,7,6,8,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_207",0,0,0,4,6,7,8,8,7,8,5,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_208",0,0,0,5,0,0,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_209",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_209","Low-MH-S","1683266;1973260","Eukaryota","Ciliophora","Litostomatea","Haptorida","Lacrymariidae",NA,NA
"ASV_210",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_210","High","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"ASV_211",0,0,0,8,7,0,8,0,0,0,0,0,0,0,0,"ASV_211","Low","1629645","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Porosporidae","Thiriotia","Thiriotia sp. MS-2015"
"ASV_212",0,0,0,0,8,0,8,0,1,7,0,0,0,0,0,"ASV_212","High","201961","Eukaryota","Chordata","Ascidiacea","Phlebobranchia","Ascidiidae","Ascidiella","Ascidiella aspersa"
"ASV_213",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_214",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_214","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_215",0,0,0,2,8,8,8,6,6,3,1,0,0,1,0,"ASV_215","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_216",0,0,8,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_217",0,0,0,0,5,0,8,8,0,0,0,0,0,0,0,"ASV_217","Low","1921603","Eukaryota","Mucoromycota","Glomeromycetes","Glomerales","Glomeraceae","","Glomeraceae sp."
"ASV_218",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_218","Low","374515","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhodovibrionaceae","Pelagibius","Pelagibius litoralis"
"ASV_219",0,0,0,3,8,8,7,8,7,5,6,1,0,0,0,"ASV_219","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_220",0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,"ASV_220","Low","2732249","Bacteria","Gemmatimonadota","Gemmatimonadetes","Gemmatimonadales","Gemmatimonadaceae","Gemmatimonas","Gemmatimonas groenlandica"
"ASV_221",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_222",0,0,0,0,2,8,8,8,8,7,0,1,6,8,0,"ASV_222","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_223",0,0,0,1,8,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_224",0,0,0,8,8,8,8,8,8,6,0,2,2,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_225",0,0,0,8,0,6,8,4,8,1,0,0,0,0,0,"ASV_225","High","1973086","Eukaryota","","Dinophyceae","Gonyaulacales","Gonyaulacaceae","Spiniferites","Spiniferites ramosus"
"ASV_226",0,0,0,3,8,8,8,2,8,2,0,1,4,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_227",0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_228",0,0,0,8,8,8,8,2,0,0,0,0,0,0,0,"ASV_228","Low","373042","Eukaryota","Haptophyta","","Zygodiscales","Braarudosphaeraceae","Braarudosphaera","Braarudosphaera bigelowii"
"ASV_229",0,0,0,6,8,8,8,8,6,1,4,2,0,1,0,"ASV_229","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_230",0,0,0,5,8,7,7,6,8,6,1,2,1,0,0,"ASV_230","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_231",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_231","Low","464244","Eukaryota","","","","","","Stramenopile sp. RCC862"
"ASV_232",0,0,0,5,1,8,3,2,2,0,0,0,0,0,0,"ASV_232","High","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_233",0,0,0,8,6,8,8,4,7,5,3,1,2,1,0,"ASV_233","Low","2126271","Eukaryota","Bacillariophyta","Bacillariophyceae","Naviculales","","","Naviculales sp."
"ASV_234",0,0,0,7,8,6,8,8,8,5,4,0,2,0,0,"ASV_234","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_235",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_236",0,0,0,8,8,8,8,8,7,7,5,6,5,3,0,"ASV_236","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_237",0,0,8,4,4,3,4,3,3,2,0,6,0,0,0,"ASV_237","Low","2026785","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Rhodobiaceae","","Rhodobiaceae bacterium"
"ASV_238",0,0,0,0,4,6,6,3,7,4,1,0,8,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_239",0,0,0,8,8,0,1,0,0,0,0,1,0,0,0,"ASV_239","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_240",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_240","Low","2919515","Eukaryota","","Bigyra","Bicosoecida","","","Bicosoecida sp. HIYC8c1"
"ASV_241",0,0,0,0,8,8,5,0,5,0,0,4,2,0,0,"ASV_241","Low","230409","Eukaryota","","","Pirsoniales","","Pirsonia","Pirsonia formosa"
"ASV_242",0,0,0,8,0,0,0,0,0,0,0,1,0,0,0,"ASV_242","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_243",0,0,1,8,3,6,1,6,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_244",0,0,0,8,1,1,0,1,0,0,0,0,0,0,0,"ASV_244","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_245",0,0,0,8,4,7,8,2,5,8,7,0,0,2,0,"ASV_245","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_246",0,0,0,0,0,8,3,0,0,2,0,0,0,0,0,"ASV_246","Low","1872480","Bacteria","Pseudomonadota","Alphaproteobacteria","Sphingomonadales","Erythrobacteraceae","Altererythrobacter","Altererythrobacter sp."
"ASV_247",0,0,0,0,0,1,1,1,7,8,3,8,0,0,0,"ASV_247","Low","629759","Eukaryota","Cercozoa","Thecofilosea","","Ebriacea","Botuliforma","Botuliforma benthica"
"ASV_248",0,0,0,1,8,8,1,1,0,0,0,0,0,0,0,"ASV_248","Low","2048283","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira marina"
"ASV_249",0,0,0,8,8,6,8,5,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_250",0,0,8,8,7,8,7,7,7,4,4,3,2,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_251",0,0,0,0,8,8,1,0,2,0,0,0,0,0,0,"ASV_251","High-MH","None","Eukaryota","Ascomycota",NA,NA,NA,NA,NA
"ASV_252",0,0,0,0,8,6,8,7,6,0,0,0,0,0,0,"ASV_252","Low","2810562","Bacteria","Thermodesulfobacteriota","Desulfobacteria","Desulfobacterales","Desulfolunaceae","Desulfoluna","Desulfoluna limicola"
"ASV_253",0,0,0,1,2,0,8,0,0,0,0,0,0,0,0,"ASV_253","Low","110316","Eukaryota","Apicomplexa","Conoidasida","Eugregarinorida","Monocystidae","Monocystis","Monocystis agilis"
"ASV_254",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_255",0,0,0,0,0,0,0,0,0,0,0,8,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_256",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_257",0,0,0,8,8,8,8,8,8,1,0,0,0,0,0,"ASV_257","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_258",0,0,0,8,7,8,8,5,1,0,0,1,2,0,0,"ASV_258","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_259",0,0,0,8,0,0,6,0,0,0,0,0,0,0,0,"ASV_259","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_260",0,0,0,0,8,8,5,7,2,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_261",0,0,0,3,6,7,4,1,0,3,7,4,2,2,0,"ASV_261","Low","538381","Bacteria","Pseudomonadota","Alphaproteobacteria","Hyphomicrobiales","Stappiaceae","Stappia","Stappia indica"
"ASV_262",0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,"ASV_262","Low","151026","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas aestivalis"
"ASV_263",0,0,8,0,0,0,0,0,0,1,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_264",0,0,0,0,6,1,4,1,0,7,0,8,1,4,0,"ASV_264","Low","413847","Eukaryota","Oomycota","","Lagenidiales","Haliphthoraceae","Haliphthoros","Haliphthoros sp. NJM 0443"
"ASV_265",0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_266",0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,"ASV_266","Low","1982022","Eukaryota","","","","","","Stramenopiles sp."
"ASV_267",0,0,2,8,8,8,7,6,3,0,0,0,0,0,0,"ASV_267","Low","2805731","Eukaryota","","","","","","Stramenopiles sp. MAST-9A-sp1"
"ASV_268",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_268","Low","1912094","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Thalassospiraceae","Thalassospira","Thalassospira sp."
"ASV_269",0,0,0,4,8,8,8,8,8,5,6,7,8,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_270",0,0,0,0,8,6,8,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_271",0,0,0,0,8,5,7,0,2,2,5,6,1,6,0,"ASV_271","High-MH","None","Bacteria",NA,NA,NA,NA,NA,NA
"ASV_272",0,0,0,5,8,7,7,7,7,8,3,3,7,3,0,"ASV_272","Low","83791","Eukaryota","Chlorophyta","Ulvophyceae","Ulvales","Ulvaceae","Ulva","Ulva flexuosa"
"ASV_273",0,0,5,8,8,8,8,8,8,8,8,7,5,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_274",0,0,0,8,3,8,8,8,0,8,0,8,0,0,0,"ASV_274","High","676789","Eukaryota","Prasinodermophyta","Prasinodermophyceae","Prasinodermales","Prasinodermaceae","Prasinoderma","Prasinoderma singulare"
"ASV_275",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_276",0,0,0,0,8,8,8,0,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_277",0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,"ASV_277","Low","637492","Eukaryota","Ascomycota","Saccharomycetes","Saccharomycetales","Metschnikowiaceae","Metschnikowia","Metschnikowia sp. JJW-2009a"
"ASV_278",0,0,0,1,0,8,8,5,8,7,0,0,0,0,0,"ASV_278","Low","151026","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas aestivalis"
"ASV_279",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_279","Low","60137","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodobacterales","Roseobacteraceae","Sulfitobacter","Sulfitobacter pontiacus"
"ASV_280",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_280","High","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"ASV_281",0,0,0,5,2,8,8,5,3,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_282",0,0,0,4,8,8,8,7,8,7,6,1,2,1,0,"ASV_282","Low","741088","Eukaryota","Cercozoa","Thecofilosea","Cryomonadida","Protaspidae","Cryothecomonas","Cryothecomonas sp. APCC MC5-1Cryo"
"ASV_283",0,0,2,0,1,8,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_284",0,0,0,7,7,4,5,3,7,8,0,3,4,1,0,"ASV_284","Low","76791","Eukaryota","","Phaeophyceae","Asterocladales","Asterocladaceae","Asterocladon","Asterocladon lobatum"
"ASV_285",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_286",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_286","High-MH","None","Bacteria","Pseudomonadota","Alphaproteobacteria","Rhodospirillales","Rhodospirillaceae",NA,NA
"ASV_287",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_288",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_289",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_290",0,0,0,8,8,6,6,0,2,2,0,0,0,1,0,"ASV_290","Low","1398908","Bacteria","Thermodesulfobacteriota","Desulfobulbia","Desulfobulbales","Desulfobulbaceae","Desulfurivibrio","Desulfurivibrio sp. AMeS2"
"ASV_291",0,0,0,8,7,5,2,4,2,2,0,0,0,0,0,"ASV_291","High","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"ASV_292",0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,"ASV_292","Low","2259673","Archaea","Nitrososphaerota","","Nitrosopumilales","Nitrosopumilaceae","Nitrosarchaeum","Nitrosarchaeum sp. AC2"
"ASV_293",0,0,0,0,7,0,8,0,0,8,0,0,0,0,0,"ASV_293","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_294",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_294","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_295",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_295","Low","2663022","Bacteria","Bacillota","Bacilli","Bacillales","Bacillaceae","Gracilibacillus","Gracilibacillus salitolerans"
"ASV_296",0,0,0,4,8,8,8,7,2,0,0,0,0,0,0,"ASV_296","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"ASV_297",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_297","Low","1230018","Eukaryota","Ciliophora","Spirotrichea","Euplotida","Aspidiscidae","Aspidisca","Aspidisca fusca"
"ASV_298",0,0,0,7,6,5,7,4,7,7,1,3,2,5,0,"ASV_298","Low-MH-S","1312089;1312103;1312105","Eukaryota","","Bigyra","Oblongichytrida","","Oblongichytrium",NA
"ASV_299",0,0,0,8,8,8,7,3,6,7,2,7,6,5,0,"ASV_299","Low","35128","Eukaryota","Bacillariophyta","Coscinodiscophyceae","Thalassiosirales","Thalassiosiraceae","Thalassiosira","Thalassiosira pseudonana"
"ASV_300",0,0,0,0,8,6,7,0,1,2,0,0,8,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_301",0,0,0,8,8,6,8,0,0,0,0,0,0,0,0,"ASV_301","Low","2910168","Bacteria","Gemmatimonadota","Longimicrobiia","Longimicrobiales","","","Longimicrobiales bacterium"
"ASV_302",0,0,0,0,8,1,0,8,0,8,0,0,0,0,0,"ASV_302","Low","163604","Bacteria","Actinomycetota","Actinomycetes","Streptosporangiales","Nocardiopsaceae","Nocardiopsis","Nocardiopsis exhalans"
"ASV_303",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_303","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_304",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,"ASV_304","Low","589554","Bacteria","Pseudomonadota","Gammaproteobacteria","Chromatiales","Chromatiaceae","Candidatus Thiosymbion","Candidatus Thiosymbion oneisti"
"ASV_305",0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,"ASV_305","Low","2053489","Archaea","Candidatus Lokiarchaeota","","","","","Candidatus Lokiarchaeota archaeon"
"ASV_306",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_306","Low","193542","Eukaryota","","Centroplasthelida","Pterocystida","Pterocystidae","Chlamydaster","Chlamydaster sterni"
"ASV_307",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_307","Low","2012228","Eukaryota","Cryptomycota","","","","","Cryptomycota sp."
"ASV_308",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_308","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_309",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_310",0,0,8,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_311",0,0,2,8,8,8,8,8,3,0,0,0,0,0,0,"ASV_311","Low","2023682","Eukaryota","Ciliophora","Litostomatea","Haptorida","Lacrymariidae","Phialina","Phialina vertens"
"ASV_312",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_312","Low","9606","Eukaryota","Chordata","Mammalia","Primates","Hominidae","Homo","Homo sapiens"
"ASV_313",0,0,8,1,0,1,0,0,0,0,0,0,0,0,0,"ASV_313","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_314",0,0,0,1,8,8,8,8,8,3,3,0,0,0,0,"ASV_314","None","None",NA,NA,NA,NA,NA,NA,NA
"ASV_315",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_316",0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_317",0,0,8,8,4,1,2,2,5,2,1,2,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_318",0,0,0,8,6,8,6,4,0,0,0,0,0,0,0,"ASV_318","Low","254430","Eukaryota","","Ichthyosporea","Ichthyophonida","","Anurofeca","Anurofeca sp. LAH-2003"
"ASV_319",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,"ASV_319","Low","4081","Eukaryota","Streptophyta","Magnoliopsida","Solanales","Solanaceae","Solanum","Solanum lycopersicum"
"ASV_320",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_321",0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_322",0,0,0,8,4,7,8,5,8,1,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ASV_323",0,0,0,6,4,6,8,3,7,3,0,4,3,0,0,"ASV_323","Low","2231160","Eukaryota","Cercozoa","","","Guttulinopsidae","Rosculus","Rosculus sp."
"ASV_324",0,0,5,8,8,8,8,8,8,8,5,4,8,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
